,Wikipedia_features,wikipedia_featurs_No
3901,the country,42.28384988103003
3902,you if,42.27024862131448
3903,deleting my,42.268825727956525
3904,vandalise,42.26468517960366
3905,changing the,42.262610554714115
3906,here for,42.25154004608154
3907,important to,42.25104336546593
3908,being the,42.23169015338281
3909,sourcing,42.22220707275414
3910,worthy,42.2151637870845
3911,fixing,42.190417786113144
3912,this message,42.158226182120444
3913,experimenting,42.12182003053638
3914,that his,42.115036533288915
3915,gun,42.1146444391192
3916,articles about,42.114129715749534
3917,is important,42.11176312706638
3918,the changes,42.11062231123441
3919,already been,42.09957303673086
3920,the media,42.09636521204306
3921,britain,42.094849401150874
3922,wikipedia administrators,42.09482941727567
3923,can only,42.08360537227634
3924,begin,42.077059438592336
3925,rid,42.039566301694066
3926,robert,42.029574479505996
3927,why does,42.02916901424654
3928,articles are,42.023668677950106
3929,are wrong,42.012290956047686
3930,violated,42.00631912315084
3931,do take,42.00398981160717
3932,the middle,42.00107691993291
3933,and on,41.99485831810552
3934,village,41.97788675843071
3935,may want,41.96544313594766
3936,follow the,41.95230450539041
3937,profile,41.91543256899587
3938,authors,41.90064383394339
3939,be so,41.89649109041106
3940,which the,41.880763624128235
3941,be changed,41.865651704742135
3942,the admin,41.860229058577076
3943,to follow,41.851694790121776
3944,expected,41.83207653272321
3945,evidence of,41.82445674096452
3946,that but,41.810760367677865
3947,and let,41.80529525542876
3948,scholars,41.800672906364376
3949,conduct,41.791958128517045
3950,don even,41.78895191584446
3951,iran,41.77500400691256
3952,holy,41.76332632071141
3953,began,41.75188863616507
3954,agreement,41.74577384266372
3955,cleanup,41.727195094722674
3956,amazing,41.70766671370541
3957,the general,41.70689140601483
3958,contact me,41.70659885972361
3959,but will,41.70172228954137
3960,same time,41.70034573591661
3961,reviews,41.69272377879083
3962,apart,41.68519753160906
3963,on wiki,41.68132536182717
3964,be taken,41.67194877974088
3965,clue,41.659648075855046
3966,that don,41.65429527455938
3967,not so,41.64125568339143
3968,defined,41.62591151544816
3969,edit request,41.62282569765175
3970,censor,41.60903660794352
3971,looked at,41.598589396241685
3972,the beginning,41.58942321656887
3973,nice to,41.574825866963394
3974,sources to,41.57228026081315
3975,again you,41.55905313090871
3976,doesn make,41.55521573995659
3977,your question,41.54256430327342
3978,some more,41.520812257690054
3979,oldid,41.50579525441685
3980,as of,41.50488273114809
3981,that of,41.5025230461514
3982,we know,41.50009261303177
3983,that had,41.49635686989075
3984,lower,41.49344471324092
3985,but also,41.49097880188656
3986,contents,41.49068397914822
3987,district,41.48032006959284
3988,versions,41.467542576945796
3989,style font,41.45426427417488
3990,even more,41.451628900688284
3991,was also,41.43426106852641
3992,potential,41.43127539956935
3993,from that,41.424785098270306
3994,you removed,41.420861536036476
3995,lord,41.4092083248198
3996,and by,41.40213488295764
3997,sockpuppetry,41.398599031474134
3998,will continue,41.39058700005909
3999,by you,41.38331548406656
4000,decide to,41.36132550390023
4001,can say,41.36124822761778
4002,because there,41.35985302674219
4003,the guidelines,41.350593281884535
4004,clarification,41.33881543928221
4005,that makes,41.31135340084216
4006,answered,41.303834473129534
4007,purposes,41.302439378790375
4008,or removed,41.28940411283452
4009,warn,41.28925766088215
4010,for no,41.27827205226143
4011,finished,41.27820693078289
4012,learned,41.27735339785393
4013,at talk,41.26711268514484
4014,forces,41.260579875562954
4015,plenty of,41.24909247801005
4016,ask for,41.227018356976984
4017,cultural,41.216918499590406
4018,you talking,41.21344992906616
4019,latter,41.211966969000706
4020,unacceptable,41.208289093479166
4021,opposition,41.20790645839249
4022,bands,41.18162349878554
4023,main article,41.15597554175716
4024,be banned,41.12549452788261
4025,the comments,41.124093410328804
4026,hindu,41.08590651100982
4027,justice,41.06465933417926
4028,not mean,41.06205376782775
4029,things that,41.056414210711054
4030,tutorial,41.048063049692715
4031,objections,41.03287470665119
4032,compared,41.03033771124681
4033,go away,41.00194368181078
4034,and many,40.94813468564626
4035,persian,40.930593175540814
4036,officially,40.90440902422502
4037,anything else,40.89795848748937
4038,speculation,40.89086157963824
4039,archives,40.889808590816415
4040,have nothing,40.88893652298332
4041,please sign,40.88442169213987
4042,master,40.8782087413566
4043,weird,40.87764682505144
4044,is at,40.87687381649777
4045,purpose of,40.87624152084312
4046,delete this,40.8714658193814
4047,criminal,40.853715543287244
4048,your message,40.85033223788669
4049,is as,40.84668040752146
4050,or are,40.832202495731586
4051,and therefore,40.824783633034635
4052,contributed,40.8226047620865
4053,wikipedia thank,40.79098472503991
4054,there and,40.76814613451761
4055,what can,40.76403065066389
4056,drive,40.759276074849225
4057,be merged,40.75282283104683
4058,technical,40.736430265534125
4059,appreciate your,40.73615312137383
4060,isnt,40.73418468008838
4061,to its,40.732683232795644
4062,suggests,40.73070564911719
4063,only to,40.70505195779177
4064,don believe,40.689181821628026
4065,and please,40.677056620828004
4066,not allowed,40.67189059745261
4067,that does,40.66629973815383
4068,me or,40.660036128018284
4069,this person,40.64874667514008
4070,the band,40.62324396784818
4071,as have,40.60852264836703
4072,please take,40.60824224760797
4073,contribs,40.57827354883985
4074,tests you,40.57086184523724
4075,trivia,40.57071813886401
4076,wide,40.56824250703056
4077,degree,40.56303067595086
4078,mainly,40.56109581974831
4079,iranian,40.55963855241843
4080,question is,40.55639251681043
4081,intelligence,40.55343900368001
4082,for instance,40.527270206531064
4083,abusing,40.52521368072584
4084,this the,40.51961881262513
4085,that could,40.51898399308567
4086,this matter,40.51635458799561
4087,daily,40.50805364067265
4088,members of,40.504764681251515
4089,can go,40.49580844874189
4090,acts,40.4809811923437
4091,was deleted,40.46558349137433
4092,you blocked,40.46512012098252
4093,to just,40.4461194508243
4094,worked and,40.43009142030836
4095,usual,40.41975356060269
4096,understand why,40.41681999128905
4097,it had,40.39738363588154
4098,his talk,40.396862823561115
4099,they would,40.392478417120444
4100,being used,40.38878133612226
4101,by adding,40.38847757864061
4102,judge,40.36899702576212
4103,no such,40.36861552361159
4104,the encyclopedia,40.36854295772371
4105,listed as,40.360540505945586
4106,also have,40.34364223715961
4107,doing this,40.33473364739177
4108,round,40.325957726712836
4109,think they,40.32261361214589
4110,one or,40.31541987444463
4111,applied,40.281626279539765
4112,for yourself,40.269464163248266
4113,not want,40.25821146945672
4114,washington,40.25714253591604
4115,logged,40.25407065125223
4116,sure what,40.252886550266986
4117,that that,40.24532507464451
4118,cities,40.24367552250351
4119,here but,40.23829738697382
4120,blocking me,40.23367863330842
4121,was it,40.22125155536379
4122,however the,40.219525337916096
4123,pages that,40.21199073102182
4124,treated,40.20952353883702
4125,sports,40.208131685735154
4126,removed please,40.19868474213529
4127,the category,40.198158163026505
4128,idea of,40.182044253155766
4129,think there,40.18059350149319
4130,point is,40.17273084116474
4131,some sort,40.16293453940458
4132,proud,40.159301716528034
4133,or whatever,40.142910342076256
4134,the consensus,40.140234393020116
4135,changes to,40.14009058669505
4136,necessarily,40.129914452749446
4137,that for,40.118488201429315
4138,got it,40.11251863312092
4139,are many,40.10135125132389
4140,mike,40.09081362959749
4141,activity,40.085426970668465
4142,down the,40.07792878496503
4143,me it,40.06891022646948
4144,made it,40.061901106239446
4145,off you,40.043247675251216
4146,bible,39.99439545875615
4147,take your,39.976866447389405
4148,rid of,39.965779335583875
4149,one can,39.96119397510654
4150,intent,39.95892037201666
4151,feeling,39.94841140124287
4152,content of,39.94482935755726
4153,throw,39.938884415225225
4154,2010 utc,39.92915238376008
4155,reach,39.922582149271
4156,coi,39.92087178512858
4157,is right,39.905032266150585
4158,sides,39.886959258256184
4159,view of,39.87779948671107
4160,am the,39.876743670709395
4161,he would,39.87244955130941
4162,addition to,39.87162026427579
4163,or other,39.86949268717563
4164,place and,39.86301712865345
4165,discussion of,39.86292914760564
4166,thousands of,39.852920310207544
4167,please help,39.85101172003055
4168,opposed to,39.8313200698543
4169,re the,39.82688197671233
4170,thought that,39.818929341546585
4171,the images,39.801255620335986
4172,the guy,39.79605264054497
4173,method,39.78442860033414
4174,five pillars,39.77717699750004
4175,my question,39.76468968169408
4176,see any,39.761060073716514
4177,destroy,39.74379219164976
4178,you block,39.73509310105757
4179,river,39.73202508308878
4180,this way,39.721751458447955
4181,this topic,39.72083535345398
4182,experimenting with,39.71567169476856
4183,many other,39.714664347871164
4184,on its,39.71173353502368
4185,led,39.70417771471265
4186,including the,39.70242983837672
4187,now the,39.69944837511719
4188,for those,39.6957069917002
4189,build,39.69413581375129
4190,me how,39.68354383123155
4191,place for,39.68293623318802
4192,feature,39.68161451034041
4193,forced,39.677925376189165
4194,last time,39.677645930273236
4195,people of,39.6767861758105
4196,impression,39.654344717237706
4197,greatest,39.6380965632615
4198,nonsense to,39.637673447903694
4199,smart,39.61814035244476
4200,turkey,39.603193476733665
4201,what have,39.57139333830999
4202,advance,39.56950150846414
4203,went to,39.569144208322065
4204,doing it,39.559530492496464
4205,or more,39.55162989473737
4206,fascist,39.5433962481395
4207,the help,39.526295880046206
4208,ignoring,39.524762674312136
4209,committee,39.509490216145636
4210,applies,39.50855557252948
4211,ha ha,39.506475319623746
4212,is completely,39.50366679861519
4213,at any,39.4964779138395
4214,industry,39.4865123841125
4215,incidents,39.467555235316915
4216,wikipedia if,39.464764698298374
4217,systems,39.456261385693765
4218,credit,39.449059006487786
4219,island,39.44465208058727
4220,pick,39.443521782714605
4221,terrorism,39.44277597078278
4222,pdf,39.439266307660034
4223,on wp,39.41498604192627
4224,know this,39.41120955212946
4225,natural,39.39879999760943
4226,wikipedia has,39.39184855692788
4227,largest,39.367915884491524
4228,eastern,39.35653750484724
4229,learning,39.338337450584326
4230,resolved,39.32514012401398
4231,message on,39.3215902619697
4232,directed,39.31893623530293
4233,passed,39.314746813810146
4234,heading,39.28423289585004
4235,call it,39.27276799984151
4236,engine,39.26351966496775
4237,engage,39.245816978124914
4238,girls,39.244580358000114
4239,24 hours,39.230339020552314
4240,disruptive editing,39.228293076180904
4241,of him,39.2270876030427
4242,include the,39.22624821341065
4243,discussion at,39.20899318302289
4244,as that,39.208961905813695
4245,regards to,39.19731341164918
4246,leader,39.1972088039383
4247,represent,39.17137834059682
4248,access to,39.168777028043664
4249,please leave,39.15115792223942
4250,to play,39.15034831509012
4251,the speedy,39.144691669492175
4252,or just,39.1418969036904
4253,other tests,39.13317346829523
4254,for them,39.13152982217362
4255,france,39.13124729287932
4256,steve,39.130988543624575
4257,to prevent,39.12699849680373
4258,my work,39.12588135961429
4259,one more,39.10668126815733
4260,the website,39.10104974709619
4261,registered,39.09364312563319
4262,linking,39.083996797947954
4263,was on,39.08208458463015
4264,chart,39.066451356950374
4265,companies,39.05846580766645
4266,average,39.04221199578242
4267,bottom of,39.041848648455044
4268,comparison,39.02580625790093
4269,you understand,39.02281510189339
4270,see my,39.02248375461333
4271,existed,39.021324310513535
4272,sufficient,39.0162260310935
4273,for experimenting,39.00199119487063
4274,stories,38.986039069412705
4275,to those,38.96350386416694
4276,promotion,38.963140988362916
4277,responding,38.958494154854456
4278,that someone,38.95398866416589
4279,responsible,38.925378235567095
4280,down to,38.9245620082379
4281,damage,38.91268727597024
4282,the vandalism,38.90018748052253
4283,wikipedia for,38.883330874231746
4284,edition,38.870112530949854
4285,shortly,38.86445286791535
4286,either way,38.85291641388061
4287,bloody,38.85214312321331
4288,carefully,38.8481151932865
4289,pointed out,38.84568646009445
4290,paragraphs,38.8434012889981
4291,see no,38.82712167791462
4292,image is,38.811154726456834
4293,consistent,38.80281307341083
4294,pointless,38.78685201740924
4295,refs,38.78014711339121
4296,planet,38.77025463765207
4297,sockpuppets,38.76943400512666
4298,know where,38.75562674387885
4299,is something,38.75076285713842
4300,evolution,38.74414641049009
4301,the phrase,38.720556081929544
4302,means that,38.71218392510562
4303,which have,38.69815504963677
4304,not understand,38.695035664509334
4305,as one,38.68941968734236
4306,showed,38.67664432957358
4307,there has,38.66950490076011
4308,wikipedia policies,38.66708831284938
4309,believe this,38.66131318666444
4310,wikipedia the,38.64391039445785
4311,screen,38.635951202535026
4312,are interested,38.62290354989455
4313,can make,38.599597443499896
4314,it comes,38.5947168315414
4315,your test,38.586843237257334
4316,sure if,38.58264947813987
4317,locked,38.56904178971422
4318,is much,38.56693201762362
4319,asian,38.55772310738551
4320,documented,38.554953511094084
4321,hundreds,38.531100963044665
4322,no mention,38.52958226579918
4323,have read,38.528058063846025
4324,ought to,38.52674853574093
4325,your problem,38.5240413512802
4326,parts of,38.52377021316531
4327,guy is,38.51279706125274
4328,recall,38.50820256442464
4329,no you,38.49290987138535
